合约代码,月开盘价,月最高价,月最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
MO2606-P-6700                 ,118,174.6,67.2,68.4,-86.4,376,93,68.4,773,939.89
MO2606-P-6800                 ,131,203.2,79.4,80,-101,2198,236,80,1862,2540.468
MO2606-P-6900                 ,156.2,223.4,90,93.6,-108,283,158,93.6,525,789.768
MO2606-P-7000                 ,180,262,105.4,108.6,-123.4,2741,44,107.2,3411,6207.27
MO2606-P-7100                 ,209.8,297.4,123.2,127,-137,256,90,127,588,1262.316
MO2606-P-7200                 ,233.6,338,142,143.4,-159.4,2333,197,143.4,2738,6501.578
MO2606-P-7300                 ,275.2,380,166,170,-174.2,222,22,170,698,1973.512
MO2606-P-7400                 ,305.8,431.4,81.8,198,-192.8,2689,35,195,2647,8316.77
MO2606-P-7500                 ,358,486.4,224,227.2,-211,454,149,227.2,946,3298.146
MO2606-P-7600                 ,450,541.8,261.2,267.8,-224.2,2514,225,267.4,2410,9307.492
MO2606-P-7700                 ,478.4,602.6,299.6,310.2,-240.2,865,134,310.2,1017,4457.7
MO2606-P-7800                 ,532,666.2,349.2,357.8,-257.4,2030,69,354.8,1025,5279.228
MO2606-P-7900                 ,586.8,747,403.6,405.8,-275.4,328,113,405.8,357,2089.568
MO2606-P-8000                 ,648.4,815.6,461.2,469.6,-284.6,2420,-1,469.6,1093,7428.062
MO2606-P-8100                 ,733.8,889.2,531.4,531.8,-306.6,112,21,521.8,112,839.636
MO2606-P-8200                 ,808,982,595.6,603,-308.8,1686,-85,595.8,887,7621.768
MO2606-P-8300                 ,902.6,1051.6,668.6,668.6,-328.2,81,22,668.6,60,509.386
MO2606-P-8400                 ,965.2,1157.2,749.4,763.2,-315.6,947,-34,744.8,212,2172.998
MO2606-P-8500                 ,1055.6,1216.4,860,860,-262.4,50,17,820.2,48,537.1
MO2606-P-8600                 ,1151.4,1306,983.8,983.8,-269,1184,0,910.6,84,974.58
MO2606-P-8800                 ,1334.2,1466,1131.6,1131.6,-304,653,0,1085,44,606.452
MO2606-P-9000                 ,1510,1670,1275,1275,-346.2,223,0,1265.6,39,612.36
MO2606-P-9200                 ,1680,1883,1456.8,1456.8,-352.8,251,-2,1452.6,29,514.684
MO2606-P-9400                 ,1974.6,2075.4,1882.8,2025.6,24,103,6,1642.4,61,1217.016
MO2606-P-9600                 ,2105,2290,1862,1862,-333,37,3,1834,32,683.984
MO2609-C-6200                 ,1265,1473,1110.6,1473,251,402,17,1495.6,64,815.758
MO2609-C-6400                 ,1020,1302,1003.4,1302,189.6,331,-8,1310.6,18,215.646
MO2609-C-6600                 ,968,1123.4,847,1122.8,222.8,635,-22,1149.8,43,420.978
MO2609-C-6800                 ,836,969.6,700,969.6,214.4,514,-1,1011.4,73,570.296
MO2609-C-7000                 ,704.8,855,558,855,207,1360,-52,855,239,1643.806
MO2609-C-7200                 ,590.4,734.2,494.8,725,178.4,906,-33,725,434,2511
MO2609-C-7400                 ,502,612.8,415,612.8,159.8,814,1,612.8,386,1959.054
MO2609-C-7600                 ,430,512.6,341.2,509,133.2,1560,62,509,766,3032.812
MO2609-C-7800                 ,339.8,422.4,277.8,422.4,118.8,1000,66,425.8,477,1591.136
MO2609-C-8000                 ,280.6,353.2,229.2,353.2,103,1445,219,356.2,1091,3282.074
MO2609-C-8200                 ,241,289.8,187.2,285.4,83.6,1365,78,285.4,513,1165.314
MO2609-C-8400                 ,200,235.6,150.4,230,65.6,1381,-39,232.2,989,1710.54
MO2609-C-8600                 ,162.2,196.2,122.8,196,59.4,1683,19,196,979,1487.202
MO2609-C-8800                 ,125.6,163.2,99.8,160.8,49.6,894,164,160.8,772,893.466
MO2609-C-9000                 ,101.6,134.6,79.6,134.2,45.4,802,59,134.2,382,382.688
MO2609-C-9200                 ,84.2,107.6,67,105.4,30.8,773,90,109.6,250,195.626
MO2609-C-9400                 ,69.4,99.8,56,96.8,35.2,1225,401,96.6,768,599.07
MO2609-C-9600                 ,57,81.4,45.8,81,31,658,55,81,853,499.162
MO2609-P-6200                 ,162.4,204,109,111.8,-74.6,1126,121,112.2,1116,1775.52
MO2609-P-6400                 ,200.2,259.2,139.4,141,-96,824,61,141,409,841.764
MO2609-P-6600                 ,252.2,322.6,179.4,182,-111.4,961,29,180.2,387,990.756
MO2609-P-6800                 ,299,395,226,226,-142.4,1145,-8,227,381,1202.142
MO2609-P-7000                 ,395.8,488,283.8,285,-157.2,1226,-24,285,734,2821.372
MO2609-P-7200                 ,476.2,590.8,354.8,355,-185,1407,-29,355,646,2994.374
MO2609-P-7400                 ,573.2,705.2,437.6,438.8,-215.2,1665,85,436.4,645,3641.756
MO2609-P-7600                 ,696.2,827.6,528.8,536.2,-229.6,1796,137,536.4,475,3122.352
MO2609-P-7800                 ,803.2,948,639.4,641.4,-255.2,977,147,640,214,1661.616
MO2609-P-8000                 ,967.4,1100,763.4,763.4,-285.6,520,28,763.4,200,1789.46
MO2609-P-8200                 ,1100,1250,903.4,907.8,-292.2,320,3,909.8,41,434.638
MO2609-P-8400                 ,1235,1400,1058,1058,-200.6,236,-1,1048.6,17,222.266
MO2609-P-8600                 ,1403.4,1592.4,1213.2,1213.2,-311.6,591,1,1206.4,31,434.988
MO2609-P-8800                 ,1726.2,1726.2,1372.8,1372.8,-195.4,405,-1,1361.6,4,62.584
MO2609-P-9000                 ,1551.6,1551.6,1551.4,1551.4,-176.6,254,-2,1545.8,2,31.03
MO2609-P-9200                 ,2118.4,2118.4,2022.4,2022.4,38,110,0,1720.2,2,41.408
MO2609-P-9400                 ,2225,2290,1902,1903,-199.8,164,2,1899.2,12,256.51
MO2609-P-9600                 ,2419.4,2481.4,2146.6,2154,-226.8,57,5,2076,18,423.764
MO2612-C-6400                 ,1105,1260,951.6,1256,210.6,517,-6,1256,71,786.188
MO2612-C-6600                 ,980.6,1123.8,854,1113.6,192,149,1,1139.4,41,376.138
MO2612-C-6800                 ,850.6,995,737.4,995,191.2,134,-13,1000,80,639.49
MO2612-C-7000                 ,760,870.2,644.4,870,171,768,50,887.8,282,2001.596
MO2612-C-7200                 ,655.8,751.8,554,751.8,148,708,131,776.6,317,2083.894
MO2612-C-7400                 ,562.2,683,475.2,683,165.4,750,33,685.4,241,1354.54
MO2612-C-7600                 ,450,569.6,407.2,569.2,121,983,76,584.8,400,1849.362
MO2612-C-7800                 ,416.4,488.4,349.4,488,109.6,1300,30,503.4,302,1199.912
MO2612-C-8000                 ,351.6,424.6,295.2,424.6,100.6,1032,13,434.4,271,917.804
MO2612-C-8200                 ,293,352.2,251.8,352.2,76.8,1159,45,366.4,227,639.53
MO2612-C-8400                 ,242.4,308.8,212.2,308.8,79.2,786,23,308.8,525,1310.338
MO2612-C-8600                 ,204,251,173.8,251,62.4,1541,316,252.4,887,1750.74
MO2612-C-8800                 ,170,216,150.4,216,59,714,-307,216,1272,2124.302
MO2612-C-9000                 ,150.6,180.6,125.8,180.6,44,482,29,180.6,668,953.762
MO2612-C-9200                 ,126,152,106,152,37,380,-8,152,245,286.322
MO2612-C-9400                 ,102.6,129,88.6,123.2,27.2,632,19,128,288,296.144
MO2612-C-9600                 ,92,111.4,74.8,107.8,26.6,802,118,107.8,1585,1379.392
MO2612-P-6400                 ,324.4,390.2,239.6,243.2,-116.8,2577,-53,243.2,1794,5683.032
MO2612-P-6600                 ,384.2,465.8,297.8,300.8,-138.2,1492,55,300.8,361,1426.354
MO2612-P-6800                 ,464.2,556,364.2,367,-156,930,-123,367,484,2104.574
MO2612-P-7000                 ,558.2,663.8,442,443.4,-173.4,780,27,443.4,323,1780.528
MO2612-P-7200                 ,645.8,768,525.4,525.4,-162.2,950,11,526.2,244,1655.13
MO2612-P-7400                 ,740,896.6,622.8,622.8,-205.2,958,14,633.2,235,1854.618
MO2612-P-7600                 ,865.2,1027.6,733.6,736,-227.4,827,-17,730.4,127,1124.098
MO2612-P-7800                 ,1029.4,1155.8,843.4,844.6,-245,725,-4,846.6,75,747.906
MO2612-P-8000                 ,1117,1297.4,971.6,971.6,-259.8,833,-31,971.4,123,1425.146
MO2612-P-8200                 ,1263.8,1473.4,1115,1115,-258,992,-9,1114.6,188,2513.878
MO2612-P-8400                 ,1450,1620,1250.2,1250.2,-280.8,359,-9,1243.2,40,602.218
MO2612-P-8600                 ,1608,1776,1400.2,1400.2,-299.8,339,-12,1395,25,404.994
MO2612-P-8800                 ,1750,1941,1641.8,1641.8,-223.6,165,-1,1546.2,6,110.516
MO2612-P-9000                 ,2062,2062,1806.8,1806.8,-130.2,113,0,1705.8,3,59.74
MO2612-P-9200                 ,2270,2270,1976.6,1976.6,-144.2,80,0,1873.4,4,86.966
MO2612-P-9400                 ,2367.6,2367.6,2144,2144,-121,65,2,2194.8,3,68.792
MO2612-P-9600                 ,2453,2494,2298,2298,-243,137,-7,2375.6,30,731.058
MO2703-C-6600                 ,980,1117.6,821.2,1105.6,180.6,98,26,1126.4,157,1458.276
MO2703-C-6800                 ,865.6,1005.8,742.4,1005.8,173.8,68,-3,1005.8,108,901.8
MO2703-C-7000                 ,767.6,892.6,644.2,891.4,184.6,336,33,893,363,2727.864
MO2703-C-7200                 ,678.6,789,565.6,789,165.6,206,143,791.8,240,1675.494
MO2703-C-7400                 ,599.4,688.4,487,684.2,136.4,132,42,696.6,164,923.898
MO2703-C-7600                 ,514,604.4,426,600,122,192,69,611.6,245,1225.86
MO2703-C-7800                 ,446.2,524.8,373.4,524.8,104.8,219,108,534.6,193,828.274
MO2703-C-8000                 ,395.8,454.6,329.6,454.6,75.4,115,7,465.4,131,500.396
MO2703-C-8200                 ,345.4,394.8,292.8,394.8,74.4,71,40,402.6,106,371.396
MO2703-C-8400                 ,296,341.6,250.8,339.2,69.6,82,40,347.6,218,639.012
MO2703-C-8600                 ,269.2,295.8,216,295.8,62.8,376,72,298,764,1865.706
MO2703-P-6600                 ,529.8,610.4,427.8,427.8,-148.2,442,68,427.8,955,4974.014
MO2703-P-6800                 ,609,707.8,510.2,513.2,-155.2,204,-15,510.4,116,718.192
MO2703-P-7000                 ,713,808.6,596.4,596.4,-173.6,273,-19,588.8,168,1185.706
MO2703-P-7200                 ,788,918.6,684.4,684.4,-181.2,244,5,684.4,82,673.458
MO2703-P-7400                 ,925,1056.2,787.2,787.2,-213.4,210,66,785.6,288,2718.794
MO2703-P-7600                 ,1040.4,1186.8,893.4,893.4,-228.2,107,33,893.4,131,1370.534
MO2703-P-7800                 ,1181.2,1343.2,1018.4,1022.6,-210.8,221,77,1010,173,2081.336
MO2703-P-8000                 ,1325.8,1482.2,1175.8,1178.2,-222.6,228,16,1146.8,46,608.942
MO2703-P-8200                 ,1356.4,1356.6,1281.6,1281.6,-157.4,54,1,1274.8,6,81.404
MO2703-P-8400                 ,1601,1702.2,1416,1416,-284,24,-2,1414.4,13,210.45
MO2703-P-8600                 ,1800.6,1925.8,1563,1565,-277.8,47,24,1560.4,47,842.938
小计,,,,,,331531,882,,1535701,1894779.404
T2606                         ,108.37,108.405,108.155,108.325,-0.075,297083,-371,108.295,423520,45848393.865
T2609                         ,108.32,108.33,108.085,108.215,-0.115,24073,3625,108.195,19509,2110166.765
T2612                         ,108.255,108.255,108.035,108.14,-0.125,645,51,108.13,710,76743.62
小计,,,,,,321801,3305,,443739,48035304.25
TF2606                        ,106.075,106.115,105.92,105.97,-0.135,173563,-4865,105.955,354949,37620068.455
TF2609                        ,105.895,105.915,105.745,105.785,-0.12,24898,2993,105.77,19254,2036944.345
TF2612                        ,105.855,105.855,105.71,105.725,-0.14,778,252,105.735,679,71811.16
小计,,,,,,199239,-1620,,374882,39728823.96
TL2606                        ,111.6,112.13,111.1,112.09,0.4,138866,6950,112.03,424650,47343493.2
TL2609                        ,111.3,111.84,110.8,111.8,0.42,28448,1875,111.73,34183,3801382.23
TL2612                        ,111.22,111.72,110.79,111.7,0.37,735,351,111.62,1190,132367.32
小计,,,,,,168049,9176,,460023,51277242.75
TS2606                        ,102.526,102.548,102.464,102.484,-0.054,74686,-2055,102.476,207214,42477475.18
TS2609                        ,102.534,102.544,102.454,102.468,-0.068,4583,1826,102.464,4765,976610.832
TS2612                        ,102.514,102.538,102.456,102.47,-0.07,415,-3,102.466,820,168082.516
小计,,,,,,79684,-232,,212799,43622168.528
合计,,,,,,2451662,35901,,6160696,536958958.002
